model_type,case,label,label_prob,model_r2,model_intercept,model_prediction,feature,feature_value,feature_weight,feature_desc
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,MVMT_5yrMillionVMT,2.58,-0.23569049737097,MVMT_5yrMillionVMT <= 4.86
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Rumble_Strips,4,-0.2268889386127,Rumble_Strips = none
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Road_Access_Count,5,-0.0571157987352347,Road_Access_Count <= 5
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Context_Zone,8,-0.0560816884535576,Context_Zone = residential
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Residential_Access_Count,2,-0.0391843318633268,Residential_Access_Count <= 4
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Sidewalks,2,-0.0401803947660065,Sidewalks = none
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Seg_CrossSection_Design,1,-0.0383772564491242,Seg_CrossSection_Design = 2-lane divided
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Area_Type,3,-0.0414254317696331,Area_Type = suburban
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Median_Width,8,0.0361016676772558,6 < Median_Width
classification,1,pred,0.0915208681293733,0.330266799305612,0.747000285924499,0.0183755557038601,Edgeline_Striping,2,-0.0297820598773419,Edgeline_Striping = present
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,MVMT_5yrMillionVMT,37.59,0.389953857786268,32.45 < MVMT_5yrMillionVMT
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Area_Type,3,-0.0651578959454442,Area_Type = suburban
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Sidewalks,2,-0.0501025204970404,Sidewalks = none
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Shoulder_Width,8,-0.0398386106471482,6 < Shoulder_Width
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Bike_Lanes,2,0.0305686521086956,Bike_Lanes = none
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Access_Density,14.70943412,0.0285469027540809,Access_Density <= 16.6
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Context_Zone,8,-0.0300661689284155,Context_Zone = residential
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Parking_Allowed,2,-0.0267489486767767,Parking_Allowed = none
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Median_Width,0,-0.0270341993271051,Median_Width <= 6
classification,2,pred,0.400208727914167,0.686512468673719,0.393252208017722,0.623773191196279,Total_Access_County,60,0.0203999145514432,38 < Total_Access_County <= 64
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,MVMT_5yrMillionVMT,10.94,-0.141533961991999,4.86 < MVMT_5yrMillionVMT <= 11.04
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Area_Type,3,-0.07124468366862,Area_Type = suburban
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Rumble_Strips,4,-0.0489768149788512,Rumble_Strips = none
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Residential_Access_Count,29,-0.0454530384888728,13 < Residential_Access_Count <= 31
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Road_Access_Count,12,-0.036784250677688,8 < Road_Access_Count <= 13
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Context_Zone,8,-0.0375858540256572,Context_Zone = residential
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Median_Width,0,-0.0253497354375162,Median_Width <= 6
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Commercial_Access_Count,14,-0.0390174189212685,10 < Commercial_Access_Count
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Sidewalks,2,-0.0353331786676276,Sidewalks = none
classification,3,pred,0.12124613787291,0.154258036405141,0.58287481773252,0.0720003919784324,Edge_Risk,1,-0.0295954888959864,Edge_Risk = 1
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,MVMT_5yrMillionVMT,34.87,0.378590999839827,32.45 < MVMT_5yrMillionVMT
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Road_Access_Count,26,0.095794003637198,20 < Road_Access_Count
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Area_Type,3,-0.0753880942095765,Area_Type = suburban
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Residential_Access_Count,64,0.0493482681527183,31 < Residential_Access_Count
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Rumble_Strips,4,0.0483433597555742,Rumble_Strips = none
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Sidewalks,2,-0.0419099970844483,Sidewalks = none
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Context_Zone,8,-0.0408094425955425,Context_Zone = residential
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Total_Access_County,104,0.0385633787489892,64 < Total_Access_County
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Parking_Allowed,2,-0.0235325796445489,Parking_Allowed = none
classification,4,pred,0.7093743966016,0.703140711729873,0.343957923231745,0.752472795895159,Median_Type,4,-0.0204850239367762,Median_Type = undivided
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,Road_Access_Count,30,0.13060092198141,20 < Road_Access_Count
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,Rumble_Strips,4,-0.101479063731133,Rumble_Strips = none
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,Residential_Access_Count,65,0.0705328266207005,31 < Residential_Access_Count
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,MVMT_5yrMillionVMT,16.71,-0.0684999333003725,11.04 < MVMT_5yrMillionVMT <= 18.07
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,sev_obs,1,0.0897550651423244,0.8 < sev_obs
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,Sidewalks,2,-0.0527819195722963,Sidewalks = none
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,Context_Zone,8,-0.0359962378777295,Context_Zone = residential
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,Alley_Other_Access_Count,0,-0.0269850512515701,Alley_Other_Access_Count <= 2
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,Shoulder_Width,6,-0.0202215965081571,5 < Shoulder_Width <= 6
classification,5,pred,0.495320041963199,0.131774109110099,0.531642366482224,0.493601248052102,Shoulder_Type,5,-0.0229661299332989,Shoulder_Type = paved
classification,6,pred,0.307797454987701,0.168378479373322,0.455698229772794,0.510802631289959,Road_Access_Count,28,0.106854239423561,20 < Road_Access_Count
classification,6,pred,0.307797454987701,0.168378479373322,0.455698229772794,0.510802631289959,Median_Width,0,-0.0822038472461449,Median_Width <= 6
